STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),iscedf13,ISCED Fields of education and training (ISCED-F 2013),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EE,Estonia,2019,,9022,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EE,Estonia,2020,,9117,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EE,Estonia,2021,,9615,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EE,Estonia,2022,,8834,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EE,Estonia,2023,,8832,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EE,Estonia,2024,,9434,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2015,,68444,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2016,,69929,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2017,,69134,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2018,,70312,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2019,,70747,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2020,,69042,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2021,,81746,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2022,,85458,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2023,,88153,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EL,Greece,2024,,86619,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2015,,438616,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2016,,438661,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2017,,445559,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2018,,461138,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2019,,458528,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2020,,492621,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2021,,536826,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2022,,532629,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2023,,562100,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ES,Spain,2024,,590471,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2015,,3952920,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2016,,3799983,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2017,,3990777,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2018,,3872488,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,4066987,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,4239911,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,4304755,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,4260058,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,4367224,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU27_2020,European Union - 27 countries (from 2020),2024,,4307081,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2015,,4693196,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2016,,4563126,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2017,,4774729,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2018,,4689828,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,EU28,European Union - 28 countries (2013-2020),2019,,4933732,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2015,,56829,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2016,,56066,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2017,,56136,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2018,,57784,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2019,,59040,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2020,,63617,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2021,,59901,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2022,,58919,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2023,,63962,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FI,Finland,2024,,69517,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2015,,762734,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2016,,772779,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2017,,780630,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2018,,795961,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2019,,804431,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2020,,848080,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2021,,883975,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2022,,885933,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2023,,872854,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,FR,France,2024,,885109,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,GE,Georgia,2023,,26833,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2015,,36144,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2016,,34028,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2017,,33989,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2018,,34401,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2019,,34882,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2020,,34468,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2021,,34673,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2022,,32158,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2023,,32897,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HR,Croatia,2024,,32658,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2015,,68485,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2016,,68110,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2017,,63109,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2018,,65079,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2019,,62715,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2020,,177972,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2021,,71480,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2022,,59471,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2023,,79067,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,HU,Hungary,2024,,69652,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2015,,70374,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2016,,72952,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2017,,78002,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2018,,84043,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2019,,85485,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2020,,90097,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2021,,97172,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2022,,94950,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IE,Ireland,2023,,95376,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2015,,4407,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2016,,4564,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2017,,4484,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2018,,4389,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2019,,4375,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2020,,4535,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2021,,5235,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2022,,5446,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IS,Iceland,2023,,5623,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2015,,370298,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2016,,373775,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2017,,388605,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2018,,399828,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2019,,416631,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2020,,453711,,p,provisional,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2021,,458913,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2022,,468288,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2023,,511204,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,IT,Italy,2024,,543773,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2015,,283,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2016,,259,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2017,,259,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2018,,163,,,,,
