STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_sb,Economical indicator for structural business statistics,sizeclas,Size classes in number of employees,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,IT,Italy,2016,,97.06,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,IT,Italy,2017,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,IT,Italy,2018,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,IT,Italy,2019,,97.06,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,IT,Italy,2020,,95.24,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2011,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2012,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2013,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2014,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2015,,91.67,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2016,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2017,,84.62,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2018,,88.89,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2019,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LT,Lithuania,2020,,66.67,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2011,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2012,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2014,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2015,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2016,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2017,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2018,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2019,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LU,Luxembourg,2020,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2011,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2012,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2013,,75.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2014,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2015,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2016,,88.89,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2017,,50.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2018,,84.62,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2019,,90.91,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,LV,Latvia,2020,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MK,North Macedonia,2019,,100.00,,b,break in time series,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MK,North Macedonia,2020,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2012,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2013,,120.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2015,,,,b,break in time series,C,confidential
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2016,,,,,,C,confidential
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2017,,,,,,C,confidential
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2018,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2019,,,,,,C,confidential
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,MT,Malta,2020,,75.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2011,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2012,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2013,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2014,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2015,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2016,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2017,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2018,,90.48,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2019,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NL,Netherlands,2020,,95.24,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2011,,66.67,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2012,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2013,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2014,,83.33,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2015,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2016,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2017,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2018,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2019,,85.71,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,NO,Norway,2020,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2011,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2012,,96.36,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2013,,95.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2014,,91.67,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2015,,94.74,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2016,,92.86,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2017,,96.83,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2018,,88.24,,b,break in time series,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2019,,97.83,,b,break in time series,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PL,Poland,2020,,97.96,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PT,Portugal,2011,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PT,Portugal,2012,,91.67,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PT,Portugal,2013,,100.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PT,Portugal,2014,,87.50,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97041,Survival rate 1: number of enterprises in the reference period (t) newly born in t-1 having survived to t divided by the number of enterprise births in t-1 - percentage,GE10,10 employees or more,ICT,Information and Communication Technology - total,PT,Portugal,2015,,100.00,,,,,
